"municipio","poblacion","poblacion_c","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M1245",33489,-14130,0,9,7.7,0.376,9,19,7.9,19.6,4.2,410,40
"M1246",54141,6522,1,10,9.3,0.269,9,23.8,5.1,24.1,4.2,536,57
"M1247",41607,-6012,0,9,12.6,0.427,9,27.4,7.6,24.6,4.9,521,40
"M1248",28639,-18980,0,9,8.8,0.389,9,22.6,7.1,19.3,4.4,435,41
"M1249",37789,-9830,0,9,12.2,0.338,9,17.9,8.5,27.5,4.1,490,46
"M1250",32347,-15272,0,9,10.3,0.365,9,17.9,5.2,24.5,4.7,429,40
"M1251",64800,17181,1,10,11.9,0.292,10,17.4,4.4,26.2,4.6,565,57
"M1252",34318,-13301,0,9,15.4,0.354,9,21.4,5.7,25.6,3.8,459,44
"M1253",44158,-3461,0,9,14.5,0.327,9,22.1,7.8,28.7,5.1,509,26
"M1254",53571,5952,1,10,12.3,0.366,9,24.4,8.7,34.1,4.9,518,42
"M1255",24728,-22891,0,9,11,0.395,9,19.7,8.1,22.5,5,506,33
"M1256",55079,7460,1,10,14.3,0.287,9,17.4,4.1,24.4,3.4,621,37
"M1257",67492,19873,1,10,15.8,0.306,9,19.1,7.1,28.3,4.6,651,54
"M1258",31498,-16121,0,9,12.2,0.422,10,17.2,7.9,25.5,4.1,491,38
"M1259",29531,-18088,0,9,11.4,0.384,9,21.5,7.1,19.1,3.7,547,45
"M1260",74778,27159,1,10,12,0.299,10,12.9,6.1,25,4.6,626,54
"M1261",51855,4236,1,10,11.1,0.392,9,16.4,4.4,27.1,4.3,642,42
"M1262",60629,13010,1,10,13.1,0.245,9,16.8,6.7,26.7,4.2,623,39
"M1263",34098,-13521,0,9,12.7,0.346,9,18.8,6.9,27.2,4.8,464,42
"M1264",48987,1368,1,10,11.2,0.304,9,19.6,9.3,25.2,3.9,656,37
"M1265",47918,299,1,10,11.8,0.365,10,19.4,5.4,25.1,3.9,593,49
"M1266",65188,17569,1,10,12.4,0.369,9,15.9,6,22.3,5,568,57
"M1267",46112,-1507,0,9,9.6,0.357,9,24.8,7.9,21.6,3.4,472,37
"M1268",50645,3026,1,10,12.2,0.507,9,17.4,6.6,23.1,4.3,587,51
"M1269",46175,-1444,0,9,12.8,0.281,9,23.7,6.4,30.3,4.4,406,37
"M1270",63482,15863,1,10,13.6,0.331,10,14.6,5.8,25.3,4.6,551,69
"M1271",23902,-23717,0,9,12.9,0.423,9,20,6.3,24.8,3.9,464,31
"M1272",56191,8572,1,10,13.4,0.366,9,13.5,3.2,24.7,5.1,664,47
"M1273",39408,-8211,0,9,14.5,0.261,10,22.9,9.5,24.1,4.2,423,40
"M1274",38604,-9015,0,9,11.1,0.389,9,17.5,7.3,21.4,4.2,443,42
"M1275",58287,10668,1,10,10,0.332,9,13.7,5.6,28.7,4.5,641,51
"M1276",31209,-16410,0,9,8.3,0.365,9,22.3,8.1,20.6,3.6,408,43
"M1277",53190,5571,1,10,12,0.462,9,16.7,8.3,28.8,5,580,46
"M1278",63587,15968,1,10,15.8,0.361,9,14,6.6,24.8,4.5,589,52
"M1279",32961,-14658,0,9,15,0.356,9,22,8.9,23,4.9,525,44
"M1280",53636,6017,1,10,14.1,0.272,9,17,6.9,28.4,5.3,550,50
"M1281",37667,-9952,0,9,11.8,0.311,9,22.9,6.5,22.8,4.1,412,34
"M1282",65089,17470,1,10,9,0.351,10,10.7,8.7,27.3,5.5,620,51
"M1283",44095,-3524,0,9,9.6,0.364,9,19.6,7.6,23.9,4.2,462,28
"M1284",26120,-21499,0,9,9,0.391,9,28.5,6.8,25.5,4.8,382,46
"M1285",63682,16063,1,10,12.7,0.352,9,18,4.1,26.1,4.4,592,63
"M1286",41912,-5707,0,9,11.3,0.254,9,22.4,6.2,19,5,430,34
"M1287",39316,-8303,0,9,7.7,0.421,9,24.2,8.1,25.8,4.6,501,41
"M1288",65599,17980,1,10,17.7,0.288,9,15.8,5.8,29.3,4.3,550,54
"M1289",30164,-17455,0,9,12.2,0.325,9,20.5,8.9,21.9,4.6,425,37
"M1290",45936,-1683,0,9,11.3,0.308,9,21.6,7.3,22.8,5.1,496,44
"M1291",25583,-22036,0,9,8.5,0.373,9,24.1,5.9,24.6,4.6,477,25
"M1292",58049,10430,1,10,11.2,0.376,9,21.5,6.4,24,4.7,542,47
"M1293",66085,18466,1,10,13.7,0.336,10,21.5,5.2,27.1,4.5,641,55
"M1294",32443,-15176,0,9,10.1,0.312,9,23.8,6,18.2,5,460,43
"M1295",44000,-3619,0,9,10.3,0.364,9,19.9,7,27.2,5.1,497,38
"M1296",58775,11156,1,10,13.5,0.275,9,15.4,5.3,31.3,5.8,556,55
"M1297",58088,10469,1,10,13.6,0.366,9,21.6,6.3,25.3,5.3,579,48
"M1298",58239,10620,1,10,14.2,0.332,10,13.9,6.6,28.4,5.4,550,49
"M1299",35229,-12390,0,9,13,0.365,9,18.5,7.5,18.4,4.2,409,40
"M1300",57017,9398,1,10,11.4,0.307,9,17.1,5.4,28.8,5,581,48
"M1301",41928,-5691,0,9,10.7,0.359,9,19.7,6.3,25,4.2,489,29
"M1302",54543,6924,1,10,16,0.337,9,17.4,6.7,25.5,4,633,40
"M1303",73328,25709,1,10,11.8,0.27,9,18.7,5.8,24.5,5,613,61
"M1304",68790,21171,1,10,12.2,0.33,9,18,6.6,25.4,5,579,49
"M1305",30534,-17085,0,9,13.9,0.355,9,22.8,6.9,21.7,5.2,490,49
"M1306",69635,22016,1,10,12.9,0.278,9,18.7,6.7,28.7,6.1,579,38
"M1307",72954,25335,1,10,14.9,0.316,10,21.8,8.6,31,5.2,562,47
"M1308",25916,-21703,0,9,10.1,0.382,9,18,6.4,21.1,4.2,372,36
"M1309",63350,15731,1,10,14.2,0.333,9,15.5,6.2,23.8,4.5,656,46
"M1310",63813,16194,1,10,13.9,0.394,10,19.6,6.7,29.8,5,654,58
"M1311",23481,-24138,0,9,9.7,0.412,9,18.6,7.1,21.3,3.9,447,37
"M1312",66538,18919,1,10,15.4,0.338,9,16.7,6.2,24.3,4.5,517,61
"M1313",73557,25938,1,10,15.2,0.303,9,17.2,4.5,27.5,4.4,589,49
"M1314",25857,-21762,0,9,10.8,0.453,9,22.1,7.9,27.1,4,429,39
"M1315",60005,12386,1,10,12,0.254,9,16.3,4.8,29.4,4.5,607,59
"M1316",62053,14434,1,10,10.8,0.35,9,17.1,6.7,27.6,4.7,506,51
"M1317",54182,6563,1,10,12.5,0.304,10,20.9,4.6,27.1,4.6,532,58
"M1318",41825,-5794,0,9,12,0.307,9,17.9,7.5,25,4.7,466,48
"M1319",33241,-14378,0,9,13.4,0.376,10,24.6,7.1,24.5,4.1,605,38
"M1320",44910,-2709,0,9,10.6,0.333,9,19,8.4,18.2,5.2,430,37
"M1321",41663,-5956,0,9,12.8,0.299,9,21.8,6,25,4.5,454,30
"M1322",27974,-19645,0,9,8.1,0.373,9,23.1,8.6,26.4,4.2,445,45
"M1323",50060,2441,1,10,9.5,0.449,9,18.8,4.3,24.8,5.9,587,53
"M1324",31638,-15981,0,9,13.3,0.359,9,22,7.6,24.1,4.3,410,41
"M1325",56286,8667,1,10,14.1,0.376,9,17.1,6.9,26.6,5.1,575,44
"M1326",71297,23678,1,10,12.1,0.308,10,19.2,6.6,24.5,5.1,640,52
"M1327",27302,-20317,0,9,12.7,0.433,10,26.4,9.6,20.7,4,431,37
"M1328",23119,-24500,0,9,10.8,0.494,9,15.9,10.5,30.9,4.5,421,25
"M1329",56232,8613,1,10,11.5,0.314,9,18.5,5.1,24.9,4.5,658,49
"M1330",43073,-4546,0,9,14.2,0.354,9,18.4,7.8,23.1,5.2,464,52
"M1331",65369,17750,1,10,13.4,0.363,9,14.6,5.8,26,4.6,643,38
"M1332",61611,13992,1,10,13.9,0.243,9,18.9,8.1,30.8,4.6,611,63
"M1333",33245,-14374,0,9,8.6,0.347,10,19.8,6.6,21.8,4.4,484,43
"M1334",67640,20021,1,10,12.6,0.285,9,20.5,2.7,29.9,4.4,671,52
"M1335",59271,11652,1,10,12.9,0.199,9,16.5,7.6,27.3,4.9,608,46
"M1336",48360,741,1,10,11.1,0.359,9,15,6.2,23.8,4.7,627,55
"M1337",74204,26585,1,10,14.6,0.349,10,17.9,4,26.6,4.2,646,56
"M1338",61289,13670,1,10,13.1,0.326,9,17.1,5.4,27.7,4.6,645,54
"M1339",66186,18567,1,10,16.5,0.346,9,12.6,6,23,4.5,569,47
"M1340",20718,-26901,0,9,11.6,0.364,9,22.7,8.7,20.3,4.4,471,29
"M1341",45078,-2541,0,9,11.9,0.36,9,21.8,8.7,25.5,4.6,479,51
"M1342",33031,-14588,0,9,10.7,0.39,9,22.7,9.7,27.5,5.2,472,39
"M1343",53140,5521,1,10,13.4,0.366,10,20.8,7.8,27.4,4.9,572,52
"M1344",71388,23769,1,10,15.3,0.274,9,20,2.9,31.8,4.2,639,50
"M1345",39935,-7684,0,9,11.4,0.265,10,15.7,6,24.4,5.2,459,41
"M1346",57772,10153,1,10,11.9,0.235,10,19.9,5.5,29.5,4.1,548,52
"M1347",20243,-27376,0,9,8.7,0.393,9,22,6.6,20.8,5,472,37
"M1348",35400,-12219,0,9,15.7,0.302,9,21.7,7.6,20.4,5,435,48
"M1349",63370,15751,1,10,11.1,0.3,9,18.3,3.4,26.7,5.9,610,41
"M1350",25314,-22305,0,9,9.6,0.342,9,18.9,5.8,23.7,4.3,471,43
"M1351",54956,7337,1,10,11.9,0.337,9,20.9,4.2,30.4,4.3,545,53
"M1352",71668,24049,1,10,14.7,0.332,9,18.9,4.5,29.8,5.1,594,57
"M1353",27926,-19693,0,9,7.1,0.342,9,24.8,7.8,22.6,4.5,561,50
"M1354",49574,1955,1,10,11,0.37,9,24.6,6.9,28.1,4.7,513,44
"M1355",23184,-24435,0,9,10.9,0.401,9,27.8,8,24.2,4.5,481,31
"M1356",25712,-21907,0,9,6.8,0.377,9,22.1,7.6,21,3.4,470,36
"M1357",74736,27117,1,10,11.1,0.294,9,16.7,6.3,25.4,4.9,575,57
"M1358",70666,23047,1,10,12.2,0.3,9,18.7,5.9,28.9,5,574,53
"M1359",59976,12357,1,10,11.2,0.355,9,21.1,7.7,25.4,4.5,544,46
"M1360",48100,481,1,10,12.7,0.302,9,18.7,5.4,31.1,4,684,49
"M1361",25476,-22143,0,9,7.9,0.277,10,19.3,8.3,21.6,3.9,434,13
"M1362",26611,-21008,0,9,8.7,0.313,9,24,9.6,24.4,4.2,470,44
"M1363",56995,9376,1,10,12.5,0.352,9,16.9,4.3,26.3,3.8,644,51
"M1364",59749,12130,1,10,14.6,0.291,9,16.7,5.5,26.5,4.5,640,40
"M1365",41926,-5693,0,9,11.5,0.337,9,16.5,7.6,21.6,4.4,436,33
"M1366",68711,21092,1,10,16.2,0.288,9,17.8,3.8,25.1,4.2,616,53
"M1367",65039,17420,1,10,6.2,0.259,10,15,7.8,23.8,4.7,565,49
"M1368",27342,-20277,0,9,9.8,0.436,9,21.2,7.6,29.4,4.8,430,32
"M1369",44166,-3453,0,9,12.4,0.326,9,19.7,5.6,21.7,4.8,442,42
"M1370",46618,-1001,0,9,11.3,0.391,9,21.3,7.5,20.1,4.7,522,46
"M1371",74563,26944,1,10,16.1,0.238,9,20.9,3.7,33.5,5.2,650,52
"M1372",70441,22822,1,10,13.6,0.316,9,22.2,6.5,23.6,5.2,571,48
"M1373",31737,-15882,0,9,10,0.326,9,16.4,8,21.2,4.3,441,37
"M1374",67283,19664,1,10,13.9,0.27,9,17.9,4.8,29.8,5,624,46
"M1375",39615,-8004,0,9,13.4,0.418,9,20.7,6.8,20.3,4,451,21
"M1376",46348,-1271,0,9,14.6,0.314,9,20.5,8.5,31.2,4.7,522,35
"M1377",69011,21392,1,10,17.9,0.298,9,16.5,4,31.1,5.7,632,58
"M1378",44870,-2749,0,9,13.2,0.369,9,20.9,4.4,28.3,4.6,470,33
"M1379",72620,25001,1,10,11.1,0.265,10,22.4,4.5,31.9,4.8,644,62
"M1380",44367,-3252,0,9,13.3,0.36,9,20.2,5,25.3,4.8,477,38
"M1381",65931,18312,1,10,15,0.326,9,13.1,4.7,24.1,4.4,671,51
"M1382",38624,-8995,0,9,11,0.232,9,20.8,7,24.6,4.2,453,41
"M1383",55584,7965,1,10,14.1,0.435,9,15.9,5.1,23.6,4.3,608,41
"M1384",22361,-25258,0,9,7.7,0.337,9,18.4,8.4,24.8,4.8,455,44
"M1385",56337,8718,1,10,15,0.362,9,13.1,6.4,22.5,5.2,509,50
"M1386",54289,6670,1,10,11,0.392,10,16.5,2.9,28.1,4.2,533,44
"M1387",70068,22449,1,10,13.9,0.358,9,18.5,5.9,26.7,5.1,664,52
"M1388",22254,-25365,0,9,8.6,0.437,9,25.3,7.1,15,3.9,431,31
"M1389",56556,8937,1,10,9.8,0.327,9,21,7.9,31.4,4,656,42
"M1390",61897,14278,1,10,10.8,0.4,9,17,7.7,24.9,5.2,574,51
"M1391",21916,-25703,0,9,10.1,0.441,9,22.6,7.4,20.1,4.7,487,21
"M1392",25434,-22185,0,9,11.7,0.402,9,25.5,6.6,17.4,4.2,424,37
"M1393",34097,-13522,0,9,8.6,0.359,10,20.5,6.2,26,4.3,451,25
"M1394",66666,19047,1,10,14.4,0.329,9,16.5,4.3,33.8,5,609,53
"M1395",36691,-10928,0,9,9.6,0.387,9,22.2,8.9,24.1,3.4,463,41
"M1396",36559,-11060,0,9,11.2,0.32,10,19.8,7.9,26.7,4.4,582,35
"M1397",22129,-25490,0,9,12.1,0.356,9,21.6,6.3,24,4.9,495,43
"M1398",38800,-8819,0,9,10.5,0.363,10,19.7,5.7,21.2,4.3,392,37
"M1399",50827,3208,1,10,8.1,0.306,9,14.1,4.3,21.3,4.1,543,53
"M1400",34753,-12866,0,9,9.8,0.317,9,21.1,6.9,20.5,4.6,535,29
"M1401",73234,25615,1,10,15.7,0.26,9,20.1,5.5,31.6,4.8,654,50
"M1402",52605,4986,1,10,12.5,0.404,9,19.2,6.5,22.7,5.1,604,42
"M1403",29164,-18455,0,9,12.5,0.359,9,20.9,6.7,22.2,4.1,526,32
"M1404",57586,9967,1,10,10,0.261,9,21.4,5.6,25.5,4.6,647,48
"M1405",27440,-20179,0,9,12.7,0.364,9,21.2,9.1,23.5,3.2,468,52
"M1406",54485,6866,1,10,11.4,0.366,9,16.1,5,30.3,4.8,596,51
"M1407",69010,21391,1,10,10.8,0.296,10,14,5.2,32.8,4.2,577,39
"M1408",31978,-15641,0,9,9.9,0.333,9,22,7.5,27.4,4.2,418,47
"M1409",53369,5750,1,10,11.5,0.387,9,14.4,5.2,27.3,3.5,626,53
"M1410",59532,11913,1,10,13.3,0.262,10,20.2,6.6,24.5,4.3,642,35
"M1411",58080,10461,1,10,10.6,0.342,9,20.3,7,18.9,3.2,578,52
"M1412",20414,-27205,0,9,11.7,0.404,10,20.9,8.2,24.9,2.8,458,27
"M1413",38415,-9204,0,9,11.2,0.383,9,19.4,8.5,19.4,4.9,395,45
"M1414",50298,2679,1,10,12,0.286,9,16.2,8.1,26.8,4.6,558,54
"M1415",34876,-12743,0,9,10,0.328,9,22.2,7.3,20,4.8,450,29
"M1416",20700,-26919,0,9,10.1,0.371,9,20.7,5.6,24.5,4,450,28
"M1417",68069,20450,1,10,10.6,0.269,9,18.1,6,32.5,5,693,43
"M1418",55325,7706,1,10,9,0.336,9,18.3,7.3,22.7,4.7,563,40
"M1419",46274,-1345,0,9,10,0.315,10,15.7,7.6,23.1,5.5,382,43
"M1420",45427,-2192,0,9,14.4,0.359,9,21.1,7.9,22.2,4.3,520,44
"M1421",45554,-2065,0,9,13.1,0.396,9,18,7.9,28.5,5,509,44
"M1422",57057,9438,1,10,11.5,0.272,9,17.4,7.4,26.2,4.5,575,50
"M1423",56838,9219,1,10,10.2,0.317,9,15.8,4.7,20.4,4.5,626,44
"M1424",62125,14506,1,10,13.9,0.391,9,9.8,4.1,24.9,4.5,675,47
"M1425",24546,-23073,0,9,10.9,0.37,9,14.4,9,21.8,5,460,49
"M1426",50640,3021,1,10,11.7,0.227,9,22.5,6.5,31.4,4.5,557,39
"M1427",65546,17927,1,10,14,0.35,9,20.2,4.5,27.2,3.9,590,50
"M1428",48238,619,1,10,9.4,0.281,9,19.4,10.2,26.5,4.1,599,55
"M1429",53421,5802,1,10,11.2,0.327,10,17.2,6.6,25.1,4.8,622,62
"M1430",25536,-22083,0,9,9.7,0.429,9,24.4,6.7,25.2,4.4,481,30
"M1431",26855,-20764,0,9,8.3,0.421,10,19.8,9.5,22.7,4.8,526,22
"M1432",57063,9444,1,10,12,0.276,9,16.3,5.5,28.6,5.1,584,50
"M1433",54170,6551,1,10,8,0.391,10,19,5.7,27,4.4,521,39
"M1434",56385,8766,1,10,11.6,0.37,9,16.3,3.2,27.6,4.3,688,54
"M1435",61381,13762,1,10,15.4,0.371,9,13.5,4.8,35.8,4.3,630,43
"M1436",42025,-5594,0,9,14.1,0.372,9,20.2,8.5,27.2,4.4,509,42
"M1437",74954,27335,1,10,11.8,0.282,9,15.9,4.3,27.8,4.3,571,47
"M1438",26623,-20996,0,9,9.7,0.4,9,19.6,6.6,27.2,3.9,485,26
"M1439",53930,6311,1,10,10.7,0.296,9,19.3,5.5,31.4,4.6,553,46
"M1440",43446,-4173,0,9,16.3,0.29,9,20.2,4.7,19.6,5.3,448,37
"M1441",24510,-23109,0,9,11.6,0.424,9,22.6,7.1,26.8,3.6,535,17
"M1442",28710,-18909,0,9,11.8,0.322,9,22.6,7,23.3,4.1,470,33
"M1443",25162,-22457,0,9,11.9,0.423,9,25.6,8.7,24.2,4.1,443,37
"M1444",39065,-8554,0,9,10.4,0.312,9,18.4,5.3,26.3,4.5,495,51
"M1445",33661,-13958,0,9,12.2,0.385,9,18.8,7.6,25.9,3.8,482,37
"M1446",54971,7352,1,10,14.7,0.354,9,17.5,5.3,24.2,4.7,555,45
"M1447",36599,-11020,0,9,13.3,0.353,9,27.5,8.6,21,4.1,493,25
"M1448",43942,-3677,0,9,13.5,0.431,9,23.6,6.7,25,3.9,468,27
"M1449",41052,-6567,0,9,12.3,0.399,9,21.6,6.4,21.8,4.6,505,36
"M1450",66219,18600,1,10,13.8,0.409,9,19.3,5.5,32.6,4.3,638,60
"M1451",69188,21569,1,10,14.7,0.3,9,18.2,6.3,28,4.2,569,41
"M1452",44863,-2756,0,9,13.9,0.302,9,21.7,4.1,27.5,4.9,530,39
"M1453",55361,7742,1,10,11.7,0.376,9,16.6,6.6,31.7,4.1,537,65
"M1454",65329,17710,1,10,15,0.344,9,16.1,7,32.3,4,638,54
"M1455",50591,2972,1,10,10.1,0.336,9,18.6,6.6,28.6,4.6,570,38
"M1456",38368,-9251,0,9,10.7,0.366,9,21.4,8,24,4.7,573,33
"M1457",49422,1803,1,10,9.7,0.373,9,14.7,4.1,29.2,4.8,577,43
"M1458",37198,-10421,0,9,13.3,0.441,9,22.4,7.8,25.1,4.7,460,59
"M1459",64249,16630,1,10,11.6,0.318,9,17.7,4.4,26.7,4.3,605,36
"M1460",41187,-6432,0,9,11.1,0.341,9,21.3,7.8,20.6,5,470,40
"M1461",71846,24227,1,10,14.5,0.316,9,14.1,4.9,28.5,3.9,648,46
"M1462",68231,20612,1,10,16.6,0.279,9,17.7,7.1,30.9,4.1,684,49
"M1463",51928,4309,1,10,10.4,0.166,9,19.6,4.9,27.7,4.8,594,44
"M1464",69240,21621,1,10,13.7,0.29,9,21.7,5.9,30.6,5,578,48
"M1465",61725,14106,1,10,10.2,0.264,9,15.1,5.1,28.6,3.9,622,55
"M1466",33540,-14079,0,9,13.9,0.389,9,24.5,7.1,22.5,4,412,34
"M1467",60697,13078,1,10,10.2,0.407,9,19.1,6.9,25.6,3.8,578,54
"M1468",42808,-4811,0,9,7.8,0.438,9,18.9,7,18.2,4.9,357,48
"M1469",30412,-17207,0,9,10,0.284,9,21.7,6.8,27.3,4.6,435,41
"M1470",67258,19639,1,10,15,0.306,10,19.2,3.5,31.1,5.4,628,65
"M1471",30436,-17183,0,9,8.5,0.412,10,16.9,7,24.3,4.2,455,26
"M1472",20122,-27497,0,9,10.8,0.405,9,22.9,8,14.7,4.4,422,27
"M1473",44923,-2696,0,9,13.7,0.398,9,16.8,7.6,21.6,5,522,43
"M1474",71944,24325,1,10,12.6,0.216,9,14.2,6.4,25.7,4.6,513,54
"M1475",67516,19897,1,10,15.2,0.299,9,18.8,6,26.8,4.7,690,47
"M1476",44712,-2907,0,9,9.7,0.292,9,21.5,6.8,21.7,4.4,464,30
"M1477",32184,-15435,0,9,11.1,0.403,9,24,5.3,19.3,4.1,459,25
"M1478",57951,10332,1,10,13.4,0.31,10,18.5,7.2,26.9,4.4,549,47
"M1479",23011,-24608,0,9,11.3,0.421,9,22.9,7.7,23.6,4.7,512,34
"M1480",20480,-27139,0,9,11.6,0.378,9,18.4,7,17.5,3.6,408,34
"M1481",28161,-19458,0,9,11.7,0.345,10,21.6,7.6,23.6,4.7,428,39
"M1482",29117,-18502,0,9,6.7,0.328,9,23.3,6.9,26,4.7,515,38
"M1483",46840,-779,0,9,12.7,0.319,9,20.2,4.3,26.3,4,469,43
"M1484",30734,-16885,0,9,12.6,0.364,10,19.9,9.3,24.5,4.6,432,27
"M1485",46578,-1041,0,9,11.8,0.378,9,21.5,7.5,20.9,4.5,544,49
"M1486",41760,-5859,0,9,8.7,0.346,9,20.1,5,26.6,4.6,503,37
"M1487",74224,26605,1,10,15.7,0.301,9,17.5,5.1,28.3,5.4,653,50
"M1488",67096,19477,1,10,15.6,0.248,9,12.3,5.1,26.6,4.8,597,56
"M1489",73984,26365,1,10,17.3,0.296,9,16.1,7.1,26,4.3,704,40
"M1490",54461,6842,1,10,10.7,0.393,9,19.1,5.6,28.8,4.3,601,42
"M1491",49145,1526,1,10,11,0.341,9,17.4,5.6,26.3,4.5,639,48
"M1492",44615,-3004,0,9,15.2,0.282,9,22.9,7.3,21.4,4.3,503,39
"M1493",40848,-6771,0,9,12.5,0.275,9,18.3,6.9,24.6,5,549,39
"M1494",39157,-8462,0,9,13,0.357,9,17.9,5.5,20.9,4.9,506,49
"M1495",38381,-9238,0,9,11.9,0.332,9,23.1,7.9,24.5,4.8,459,41
"M1496",70750,23131,1,10,13.6,0.303,9,18,6.6,29,5,554,56
"M1497",38304,-9315,0,9,9.4,0.331,9,24.5,8.4,27.2,4.4,397,43
"M1498",33103,-14516,0,9,10.4,0.34,9,18.7,4.7,28.3,3.8,469,44
"M1499",60100,12481,1,10,15.6,0.288,9,18.5,6.3,26.6,4.6,589,51
"M1500",46132,-1487,0,9,8.5,0.287,9,19.3,5.6,25.4,4,467,48
"M1501",64534,16915,1,10,13,0.34,9,19.1,5.8,26.4,5.4,558,50
"M1502",74288,26669,1,10,14.3,0.292,9,16.9,6.9,23.9,4.5,620,53
"M1503",30516,-17103,0,9,10.5,0.434,9,22.2,7.6,22.3,5.1,498,43
"M1504",33963,-13656,0,9,12.1,0.356,9,19.3,5.2,21.9,4.2,432,47
"M1505",37939,-9680,0,9,12.4,0.338,9,21.6,3.4,25,3.5,449,44
"M1506",60997,13378,1,10,11.2,0.33,9,14.6,6.9,28.2,3.9,580,45
"M1507",30117,-17502,0,9,9.5,0.407,9,20.6,7.5,26.9,4.9,398,41
"M1508",49697,2078,1,10,7.8,0.321,9,17.6,5.1,27.1,4.6,541,49
"M1509",58789,11170,1,10,14.1,0.322,9,19,4.3,24.9,5.8,561,47
"M1510",52265,4646,1,10,16.9,0.288,10,19,3.5,30.9,4.4,578,45
"M1511",38340,-9279,0,9,10.1,0.375,9,21.7,6.9,19.7,4,399,24
"M1512",50928,3309,1,10,10.8,0.256,9,19.2,8,25.6,4.2,612,44
"M1513",22368,-25251,0,9,11.2,0.388,9,16.2,6.3,25.3,4.9,424,33
"M1514",23985,-23634,0,9,9.9,0.36,9,23.5,6.5,24.8,4.3,402,36
"M1515",21273,-26346,0,9,11.2,0.37,9,17.9,10.3,23.5,4.5,440,27
"M1516",23104,-24515,0,9,11.8,0.374,9,23,7.3,20.8,4.7,385,30
"M1517",48638,1019,1,10,12.8,0.393,9,14.2,6.2,28.4,5.7,583,50
"M1518",42440,-5179,0,9,12.1,0.346,9,20.9,7.3,22.2,4,452,57
"M1519",74758,27139,1,10,17.3,0.297,9,15.7,5.6,26.6,3.9,645,39
"M1520",24645,-22974,0,9,8.8,0.364,9,20.8,7.2,19.4,4.5,487,35
"M1521",41206,-6413,0,9,10.4,0.309,9,12,7.3,28.8,4.5,385,37
"M1522",54232,6613,1,10,10.9,0.305,9,15.3,7,31.3,4.1,626,52
"M1523",20972,-26647,0,9,12,0.367,9,20.7,7.2,23.4,3.9,456,42
"M1524",34791,-12828,0,9,13,0.38,10,26.5,4.3,26.5,4.7,465,32
"M1525",74065,26446,1,10,17.3,0.341,9,14.5,8.1,30.7,5.1,719,56
"M1526",68966,21347,1,10,11.5,0.298,10,18,5.6,31.8,5.6,628,44
"M1527",70292,22673,1,10,13.5,0.26,9,19.5,7.2,28.4,4.7,645,56
"M1528",49092,1473,1,10,13,0.325,9,17.1,6.6,26.8,5,634,42
"M1529",25049,-22570,0,9,10,0.481,9,20.4,6.1,20.8,4.1,599,30
"M1530",72208,24589,1,10,14.7,0.319,10,16.5,7.1,22,5.3,649,59
"M1531",54216,6597,1,10,12.9,0.264,9,21.4,6.2,29.2,4,521,45
"M1532",52184,4565,1,10,16.4,0.419,9,16.4,5,35.3,4.7,628,54
"M1533",50267,2648,1,10,10.3,0.441,9,19.6,6.1,25,4.5,705,38
"M1534",41037,-6582,0,9,8.4,0.361,9,19.6,6.1,27.2,4.7,531,42
"M1535",74180,26561,1,10,13.7,0.295,9,17,5.6,27.6,4.6,591,60
"M1536",64556,16937,1,10,15.5,0.373,9,12.6,5.6,29,5.4,638,54
"M1537",35719,-11900,0,9,14.6,0.385,9,23.8,8,22.1,4.6,445,33
"M1538",30699,-16920,0,9,8.9,0.399,10,19.7,7,22.1,4.1,515,32
"M1539",70662,23043,1,10,14.1,0.293,9,16.7,5.8,27.8,4.2,664,51
"M1540",20885,-26734,0,9,12.3,0.452,9,18.8,7.3,21.8,4.3,435,26
"M1541",74459,26840,1,10,14.8,0.27,9,12.9,7.3,28.1,4.4,604,44
"M1542",55972,8353,1,10,8.7,0.371,9,18.4,5.7,24.9,4.7,527,51
"M1543",67905,20286,1,10,17.8,0.241,9,16.1,4.9,25.7,5.5,554,45
"M1544",33954,-13665,0,9,10.2,0.407,9,21.2,6.8,24.2,4.6,484,35
"M1545",67464,19845,1,10,12.2,0.232,9,18,6.2,28.5,5.3,549,53
"M1546",29436,-18183,0,9,9.9,0.438,10,20.2,8.5,25.3,4.4,411,27
"M1547",51261,3642,1,10,12.4,0.344,9,21.9,7.4,29.4,4.4,601,43
"M1548",68876,21257,1,10,15.6,0.219,9,17.2,6.1,31.3,5.9,604,57
"M1549",29868,-17751,0,9,10.6,0.426,9,23.4,6.5,22.5,4.3,453,34
"M1550",52671,5052,1,10,14.4,0.255,9,21.4,7.3,27.4,4.6,523,41
"M1551",43111,-4508,0,9,11.2,0.316,10,17.2,5.1,24.3,4.2,492,34
"M1552",70962,23343,1,10,15.4,0.385,9,16.5,6.7,28.3,4.7,610,54
"M1553",25956,-21663,0,9,9.8,0.455,9,16.4,7.4,22.7,3.2,475,42
"M1554",34653,-12966,0,9,7.6,0.456,10,21.4,5.6,20.7,3.9,471,39
"M1555",65652,18033,1,10,11.3,0.303,9,16.8,7.6,25.9,4.3,645,46
"M1556",33444,-14175,0,9,7.5,0.36,9,14.2,6.3,20.8,4.8,446,40
