"municipio","region","nordeste","poblacion","poblacion_c","umbral","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M1003","Sudeste",0,32778,-14841,47619,0,9,11.9,0.306,9,19.9,4.8,22,3.8,527,39
"M1004","Centro-Oeste",0,60872,13253,47619,1,10,12.7,0.332,9,18.7,4.3,33.8,4.6,555,49
"M1005","Sul",0,63333,15714,47619,1,10,13.6,0.326,9,16.2,6.3,24.6,4.4,496,44
"M1006","Norte",0,37294,-10325,47619,0,9,12.9,0.384,9,19.6,7.5,23.3,5.4,494,38
"M1007","Nordeste",1,47848,229,47619,1,10,10.6,0.362,9,18.1,5,23.4,4.3,614,48
"M1008","Centro-Oeste",0,60237,12618,47619,1,10,9.6,0.263,9,16.1,4.3,29.3,4.4,611,47
"M1009","Sudeste",0,74298,26679,47619,1,10,14.2,0.322,9,13.9,7.3,28.9,4.7,614,49
"M1010","Sudeste",0,40908,-6711,47619,0,9,12.1,0.249,9,14.7,7.4,23.8,5,474,30
"M1011","Sudeste",0,31210,-16409,47619,0,9,9,0.412,9,23.1,7.3,19.7,5.3,568,28
"M1012","Nordeste",1,43911,-3708,47619,0,9,10.2,0.3,9,22.5,8.8,20.3,5,478,45
"M1013","Sul",0,21007,-26612,47619,0,9,11,0.365,9,20.4,7.7,17.8,4.7,450,34
"M1014","Sudeste",0,40577,-7042,47619,0,9,9.9,0.407,9,21.4,6.7,23.7,3.3,510,48
"M1015","Sudeste",0,72872,25253,47619,1,10,14.1,0.297,9,18.8,3.1,29.7,4.9,566,61
"M1016","Sul",0,59599,11980,47619,1,10,10.4,0.356,9,17.5,4.4,28.7,5,564,41
"M1017","Norte",0,45716,-1903,47619,0,9,9.8,0.287,9,21.3,8.6,20.1,4.8,469,33
"M1018","Centro-Oeste",0,60103,12484,47619,1,10,14.4,0.27,9,17.6,5,28.5,4.6,634,58
"M1019","Norte",0,27760,-19859,47619,0,9,11.8,0.438,9,23.9,7.3,16.3,3.5,432,32
"M1020","Nordeste",1,60106,12487,47619,1,10,11.9,0.292,10,18.7,5.9,25.7,5.4,590,38
"M1021","Centro-Oeste",0,49085,1466,47619,1,10,13.7,0.298,9,21.3,6.9,30,5.1,559,53
"M1022","Sudeste",0,33554,-14065,47619,0,9,13.1,0.429,10,21.5,8.3,15.6,4.4,473,25
"M1023","Norte",0,56956,9337,47619,1,10,13.4,0.3,9,19.1,5,30.8,4.9,633,45
"M1024","Sudeste",0,40373,-7246,47619,0,9,9.3,0.448,10,21,7.3,25,4.5,487,44
"M1025","Sudeste",0,29614,-18005,47619,0,9,6.9,0.356,9,20.4,8.3,24.7,4.3,424,40
"M1026","Sudeste",0,40956,-6663,47619,0,9,14,0.404,9,19.4,6.2,23.1,4.8,436,30
"M1027","Nordeste",1,64715,17096,47619,1,10,10.7,0.309,9,16.1,4.9,33.8,4.6,575,59
"M1028","Sudeste",0,56584,8965,47619,1,10,12.4,0.262,10,17.1,4.9,31.1,4.2,637,51
"M1029","Sudeste",0,35742,-11877,47619,0,9,8.3,0.346,9,23,6,25,4.6,454,36
"M1030","Sudeste",0,28150,-19469,47619,0,9,10.9,0.413,9,20.9,7.7,22.7,4.2,397,33
"M1031","Sudeste",0,30951,-16668,47619,0,9,8.4,0.354,9,18.9,6.3,24.1,4.7,382,37
"M1032","Norte",0,52778,5159,47619,1,10,13.2,0.289,9,19.3,4.3,28.6,4.3,630,39
"M1033","Norte",0,33761,-13858,47619,0,9,8.8,0.395,9,20.4,8.1,22,4,450,37
"M1034","Centro-Oeste",0,45839,-1780,47619,0,9,11,0.315,9,18.4,5.9,20.1,3.8,461,37
"M1035","Nordeste",1,39282,-8337,47619,0,9,13.3,0.309,9,17.1,6.8,27.2,4,477,38
"M1036","Sul",0,48930,1311,47619,1,10,14.3,0.339,9,19.3,6.2,26.8,5.3,578,58
"M1037","Centro-Oeste",0,42492,-5127,47619,0,9,11.2,0.279,9,25.3,5.5,29.6,4.9,533,45
"M1038","Centro-Oeste",0,29242,-18377,47619,0,9,12.4,0.378,9,20.6,6,22.2,4.4,441,28
"M1039","Centro-Oeste",0,20931,-26688,47619,0,9,7.2,0.408,9,20.7,8.2,21.1,4.6,439,35
"M1040","Sudeste",0,29235,-18384,47619,0,9,9.5,0.354,9,21.1,7,22.8,3.7,518,33
"M1041","Sul",0,31548,-16071,47619,0,9,13.8,0.453,9,24,7.6,19.9,4.9,461,31
"M1042","Sudeste",0,66713,19094,47619,1,10,13.6,0.305,9,19.9,5.8,22.8,4.8,669,47
"M1043","Nordeste",1,37892,-9727,47619,0,9,9.9,0.411,9,20.3,7.4,19.8,4.6,505,33
"M1044","Sul",0,32356,-15263,47619,0,9,13.8,0.436,9,26.4,7.5,19.5,4.1,548,42
"M1045","Norte",0,32208,-15411,47619,0,9,11.7,0.422,9,21.5,7.7,17.6,4.3,408,28
"M1046","Sudeste",0,51944,4325,47619,1,10,14.3,0.444,9,19.2,8.6,25.9,3.9,585,52
"M1047","Norte",0,21368,-26251,47619,0,9,8,0.324,9,21.4,8,18.6,3.8,481,56
"M1048","Nordeste",1,68253,20634,47619,1,10,16.4,0.313,10,15.6,4.4,29.7,4.4,584,52
"M1049","Nordeste",1,39601,-8018,47619,0,9,9.3,0.358,9,26.4,5.7,28.3,3.9,449,33
"M1050","Sul",0,66918,19299,47619,1,10,11.6,0.296,10,19.2,6.5,26.2,5.1,519,51
"M1051","Centro-Oeste",0,72470,24851,47619,1,10,13.8,0.26,9,20,9.2,25.4,3.9,616,54
"M1052","Sul",0,69844,22225,47619,1,10,12.2,0.321,9,14.3,9.3,26.6,4.2,598,57
"M1053","Norte",0,27021,-20598,47619,0,9,10,0.327,10,19.6,6.8,22.8,3.4,460,37
"M1054","Centro-Oeste",0,69330,21711,47619,1,10,18.2,0.272,9,13.6,5.2,24.9,4.1,551,47
"M1055","Norte",0,63144,15525,47619,1,10,9.8,0.297,9,19,5.3,28.5,4.6,650,53
"M1056","Sul",0,27643,-19976,47619,0,9,7.2,0.376,9,25.2,8.1,20.2,3.3,383,30
"M1057","Centro-Oeste",0,62219,14600,47619,1,10,14.7,0.267,9,19,5.3,30.9,4.3,659,35
"M1058","Sudeste",0,61611,13992,47619,1,10,15.2,0.294,9,11.1,4.7,31.3,4.4,635,60
"M1059","Sudeste",0,54664,7045,47619,1,10,14.5,0.332,9,15.1,5.5,26.1,4.4,585,48
"M1060","Nordeste",1,58837,11218,47619,1,10,13.3,0.339,9,12.9,3.6,22.6,5.4,605,46
"M1061","Sudeste",0,30799,-16820,47619,0,9,12,0.344,9,19.7,9.8,26.9,3.9,479,24
"M1062","Nordeste",1,62584,14965,47619,1,10,14.3,0.346,10,18.3,5.8,24.9,3.9,654,51
"M1063","Nordeste",1,26763,-20856,47619,0,9,7.7,0.393,9,20.9,8.1,20.9,4.1,478,34
"M1064","Nordeste",1,30626,-16993,47619,0,9,9.8,0.367,10,17.4,8.5,27.1,4.2,465,39
"M1065","Nordeste",1,42121,-5498,47619,0,9,13.2,0.356,9,16.8,4.1,22.7,4.3,506,54
"M1066","Sudeste",0,63008,15389,47619,1,10,10.4,0.4,9,17.1,7.5,27.5,4.1,606,54
"M1067","Nordeste",1,60461,12842,47619,1,10,14.8,0.238,10,16,4.2,32.8,5.2,544,44
"M1068","Nordeste",1,26850,-20769,47619,0,9,7.7,0.375,10,19.8,7.3,20,4.3,399,32
"M1069","Norte",0,52482,4863,47619,1,10,11,0.323,10,19,10,27.9,4.1,577,43
"M1070","Norte",0,72765,25146,47619,1,10,12.9,0.308,10,17.1,9.2,28.8,4.8,591,49
"M1071","Centro-Oeste",0,73829,26210,47619,1,10,18,0.293,9,16.9,4,28.3,5,539,32
"M1072","Norte",0,68861,21242,47619,1,10,9.2,0.251,9,14.9,5,31.1,5,719,59
"M1073","Centro-Oeste",0,44277,-3342,47619,0,9,11.8,0.303,9,23.2,10,27.9,4.2,379,50
"M1074","Nordeste",1,39864,-7755,47619,0,9,13,0.353,9,19.8,6.6,21.3,5.1,520,45
"M1075","Sudeste",0,31017,-16602,47619,0,9,10.4,0.378,9,21.6,7.3,23.2,3.8,410,39
"M1076","Sudeste",0,65826,18207,47619,1,10,14.2,0.283,10,24.1,5,26.7,4.1,589,50
"M1077","Nordeste",1,21837,-25782,47619,0,9,14.7,0.478,9,19.7,7.5,27.1,3.6,438,34
"M1078","Nordeste",1,30772,-16847,47619,0,9,13.5,0.431,9,20.2,5,20.5,4.1,441,40
"M1079","Sudeste",0,51078,3459,47619,1,10,16.2,0.286,9,18.3,5.8,27.6,4.9,626,50
"M1080","Nordeste",1,63778,16159,47619,1,10,16.4,0.303,10,18.6,4.4,23.7,5.9,567,47
"M1081","Nordeste",1,27201,-20418,47619,0,9,14.6,0.376,9,21.5,7.9,28.8,3.7,489,39
"M1082","Centro-Oeste",0,65322,17703,47619,1,10,17.8,0.252,9,15.8,2.9,29.6,5.2,547,39
"M1083","Nordeste",1,37234,-10385,47619,0,9,8.2,0.37,9,21.6,7.7,24,4.2,478,34
"M1084","Norte",0,46268,-1351,47619,0,9,14.5,0.322,9,16.6,5.8,24.8,3.6,509,43
"M1085","Centro-Oeste",0,54609,6990,47619,1,10,13.3,0.285,9,17.5,5.6,25.4,4.1,606,47
"M1086","Sudeste",0,59166,11547,47619,1,10,10.6,0.391,9,20,5.1,25.5,4.5,594,43
"M1087","Norte",0,27737,-19882,47619,0,9,6.3,0.396,10,23.4,6.3,26,4.3,379,39
"M1088","Sul",0,71566,23947,47619,1,10,10.6,0.281,9,16.6,6.3,28.7,4.5,623,48
"M1089","Nordeste",1,39075,-8544,47619,0,9,9.6,0.355,9,22.9,7.7,25.6,4.5,441,41
"M1090","Centro-Oeste",0,47695,76,47619,1,10,12.4,0.331,9,15.8,9.4,27.5,5.1,581,41
"M1091","Centro-Oeste",0,71834,24215,47619,1,10,14.6,0.224,9,19.7,5.8,25.6,5,576,50
"M1092","Sudeste",0,63046,15427,47619,1,10,13.2,0.305,9,18.3,6.6,28.9,4.3,564,42
"M1093","Nordeste",1,61331,13712,47619,1,10,11.6,0.28,9,17.3,7.4,27,5.2,559,46
"M1094","Norte",0,57290,9671,47619,1,10,14.7,0.339,9,18.6,8.2,27.9,5.1,605,55
"M1095","Sul",0,33619,-14000,47619,0,9,11.3,0.436,9,23.3,8.1,24.9,3,473,51
"M1096","Norte",0,29253,-18366,47619,0,9,11.6,0.347,10,18.8,6,22.7,4.4,548,39
"M1097","Centro-Oeste",0,39385,-8234,47619,0,9,11.5,0.45,9,25,6.5,19.5,4.4,510,38
"M1098","Sudeste",0,23876,-23743,47619,0,9,8.2,0.454,9,20.3,6.7,27.3,3.9,410,33
"M1099","Centro-Oeste",0,48239,620,47619,1,10,14.3,0.276,9,18,5.1,26.5,4.4,618,52
"M1100","Centro-Oeste",0,45684,-1935,47619,0,9,9.3,0.302,9,20.8,4.7,24.5,4.2,507,43
"M1101","Nordeste",1,62042,14423,47619,1,10,15.8,0.365,9,18,6.4,24.2,4.7,542,53
"M1102","Centro-Oeste",0,70554,22935,47619,1,10,15.7,0.157,9,19.1,5.4,24.7,4.7,638,53
"M1103","Sudeste",0,56157,8538,47619,1,10,13,0.338,9,18.4,6.9,29.4,4.2,630,43
"M1104","Centro-Oeste",0,43059,-4560,47619,0,9,13.5,0.253,9,23,6.7,21,4.9,521,45
"M1105","Nordeste",1,56773,9154,47619,1,10,14.5,0.301,9,15.6,6.9,30.1,4.6,553,39
"M1106","Centro-Oeste",0,20616,-27003,47619,0,9,11,0.411,9,22.2,5.9,22,4.7,387,26
"M1107","Nordeste",1,42990,-4629,47619,0,9,9.9,0.44,9,21.6,7.8,24.7,4.8,427,44
"M1108","Nordeste",1,55708,8089,47619,1,10,12.4,0.383,9,18.6,5.5,26.4,5.4,600,42
"M1109","Nordeste",1,42851,-4768,47619,0,9,11.5,0.366,9,19.8,6.2,22.6,4.5,471,43
"M1110","Sudeste",0,39246,-8373,47619,0,9,12.3,0.319,9,18.8,8.8,24.4,3.2,512,40
"M1111","Nordeste",1,52737,5118,47619,1,10,9.7,0.351,9,23.3,4.7,27.3,4.1,540,52
"M1112","Sul",0,25495,-22124,47619,0,9,11.3,0.392,9,23.2,8.6,20.8,4.7,433,36
"M1113","Nordeste",1,22456,-25163,47619,0,9,8.4,0.375,10,16.8,6,17.3,4,431,36
"M1114","Norte",0,25192,-22427,47619,0,9,10.5,0.33,9,21.8,8.7,26.5,4.5,427,41
"M1115","Centro-Oeste",0,71521,23902,47619,1,10,16.7,0.241,9,11.2,4.9,36.6,4.6,648,55
"M1116","Sudeste",0,37692,-9927,47619,0,9,10.1,0.356,9,16.2,5.2,24.2,4.2,407,49
"M1117","Centro-Oeste",0,41059,-6560,47619,0,9,11.8,0.44,10,14.8,6.5,23.5,5.1,465,40
"M1118","Nordeste",1,43109,-4510,47619,0,9,11.8,0.376,9,19.2,7.7,24.5,3.7,536,33
"M1119","Sudeste",0,58364,10745,47619,1,10,10.4,0.336,9,15.6,5.7,24.2,4.7,555,59
"M1120","Centro-Oeste",0,45580,-2039,47619,0,9,10.9,0.322,9,26.3,7.5,22.9,3.7,532,55
"M1121","Nordeste",1,70065,22446,47619,1,10,13.2,0.251,9,15.7,4.2,31.6,3.6,615,40
"M1122","Sudeste",0,52382,4763,47619,1,10,12.5,0.32,9,17.7,8.1,27.7,4.6,642,55
"M1123","Sudeste",0,73638,26019,47619,1,10,15.1,0.282,9,17.9,8,24,4.8,618,64
"M1124","Sudeste",0,35035,-12584,47619,0,9,8.4,0.248,9,21.7,7.6,26.4,4.9,452,33
"M1125","Sul",0,34485,-13134,47619,0,9,14.6,0.441,9,21.2,5.2,22.3,4,384,39
"M1126","Nordeste",1,65025,17406,47619,1,10,11.2,0.229,9,13.6,6.1,29,4.1,600,53
"M1127","Sudeste",0,45252,-2367,47619,0,9,5.1,0.385,9,18.6,6.7,20.8,4,486,33
"M1128","Nordeste",1,45034,-2585,47619,0,9,12.3,0.338,10,18.6,8.8,25.9,4.1,499,41
"M1129","Sudeste",0,22612,-25007,47619,0,9,5.9,0.441,9,18.2,6.4,22.8,4.6,435,22
"M1130","Sudeste",0,25437,-22182,47619,0,9,12.5,0.382,9,18.3,9.1,19.3,4.7,448,40
"M1131","Centro-Oeste",0,53096,5477,47619,1,10,12.7,0.335,9,18.7,6.4,25.7,4.5,583,45
"M1132","Sul",0,72410,24791,47619,1,10,13.3,0.319,10,13.3,3.6,29.2,4.2,660,60
"M1133","Centro-Oeste",0,45680,-1939,47619,0,9,11.5,0.391,9,22.1,7.1,23.9,5,471,36
"M1134","Norte",0,22907,-24712,47619,0,9,10.2,0.368,9,21.4,7.1,25.4,4.2,475,32
"M1135","Sudeste",0,58488,10869,47619,1,10,12.5,0.351,9,16.2,6.4,28.8,5,556,56
"M1136","Centro-Oeste",0,67731,20112,47619,1,10,12.8,0.295,9,19.3,6.1,26.8,4.4,583,53
"M1137","Sul",0,51264,3645,47619,1,10,10.1,0.379,9,19.1,5.5,25.6,5.4,568,36
"M1138","Sudeste",0,26479,-21140,47619,0,9,10.8,0.42,9,20.1,7.5,28,4.7,424,32
"M1139","Nordeste",1,21753,-25866,47619,0,9,9.6,0.452,10,23.1,9.4,17.8,4.2,442,33
"M1140","Nordeste",1,61905,14286,47619,1,10,11,0.353,10,24.2,7.4,27.2,4.9,608,49
"M1141","Sul",0,28744,-18875,47619,0,9,8.8,0.353,9,18.4,9.3,27.9,4.1,432,33
"M1142","Nordeste",1,53798,6179,47619,1,10,11.6,0.327,9,14.1,5.5,24.4,4.8,670,35
"M1143","Sudeste",0,29357,-18262,47619,0,9,14.1,0.474,9,19.9,6.3,24,4.9,461,34
"M1144","Sul",0,71082,23463,47619,1,10,11.8,0.348,9,18.7,4.8,25.6,4.5,649,54
"M1145","Sul",0,63520,15901,47619,1,10,13.3,0.289,10,18,5.5,23,4.1,660,53
"M1146","Sudeste",0,59407,11788,47619,1,10,11.9,0.285,9,17.6,4.5,28.2,5,618,43
"M1147","Centro-Oeste",0,23869,-23750,47619,0,9,8.1,0.401,9,21.5,5.3,23.9,4.6,447,35
"M1148","Sudeste",0,61190,13571,47619,1,10,14.6,0.262,9,14.4,7.9,25.3,4.5,599,47
"M1149","Centro-Oeste",0,63731,16112,47619,1,10,12.8,0.307,10,18.2,5,25.9,4.3,638,50
"M1150","Nordeste",1,70413,22794,47619,1,10,12.6,0.283,9,15.9,6.2,25.6,4.9,597,50
"M1151","Nordeste",1,71556,23937,47619,1,10,11.1,0.343,9,17.3,4.8,25.2,5.1,584,52
"M1152","Nordeste",1,31815,-15804,47619,0,9,8.4,0.377,9,20.1,7,25.5,4.7,454,34
"M1153","Sul",0,35680,-11939,47619,0,9,16.8,0.374,9,18.9,6.9,19.3,4.9,391,37
"M1154","Nordeste",1,73433,25814,47619,1,10,16.2,0.242,9,19,6.2,24.3,3.8,637,57
"M1155","Sudeste",0,43774,-3845,47619,0,9,13.5,0.363,10,22.1,6.9,22.7,4.8,494,50
"M1156","Sul",0,61155,13536,47619,1,10,12.4,0.262,9,20.1,3.6,27.6,4.6,583,42
"M1157","Nordeste",1,68028,20409,47619,1,10,13,0.347,9,15.6,4.9,26.4,4.7,577,37
"M1158","Centro-Oeste",0,39318,-8301,47619,0,9,11.9,0.386,10,19.5,8.2,27,5,412,42
"M1159","Nordeste",1,24127,-23492,47619,0,9,9,0.472,9,20.7,6.5,19.8,5.1,519,43
"M1160","Sudeste",0,49116,1497,47619,1,10,11.9,0.343,9,11,8.1,30.1,5,578,48
"M1161","Sul",0,26102,-21517,47619,0,9,9,0.425,9,24.3,8.3,23.3,4.3,435,37
"M1162","Norte",0,42591,-5028,47619,0,9,11.2,0.385,9,19.6,4.7,28.1,3.9,417,26
"M1163","Nordeste",1,63853,16234,47619,1,10,17.5,0.269,9,14.4,8.3,29.8,4.1,566,44
"M1164","Nordeste",1,44656,-2963,47619,0,9,13.2,0.316,9,17.5,7,26.3,5.3,490,21
"M1165","Sudeste",0,21741,-25878,47619,0,9,9.9,0.451,9,23.6,4.4,22.3,3.9,480,37
"M1166","Centro-Oeste",0,73032,25413,47619,1,10,15.4,0.227,9,15.3,3.7,25.3,4.5,593,41
"M1167","Norte",0,30185,-17434,47619,0,9,12.8,0.365,9,18.4,9.5,18.7,5.1,508,30
"M1168","Centro-Oeste",0,55754,8135,47619,1,10,16.1,0.291,9,16.6,6,29.9,3.9,573,48
"M1169","Nordeste",1,63200,15581,47619,1,10,9.7,0.362,10,19.4,5.9,27.2,3.7,527,45
"M1170","Nordeste",1,46535,-1084,47619,0,9,12,0.328,9,20.9,7.6,26.5,3.6,456,38
"M1171","Nordeste",1,51291,3672,47619,1,10,9.8,0.35,10,19.4,3.5,27.7,5.7,584,31
"M1172","Sudeste",0,63576,15957,47619,1,10,14.1,0.336,9,16.9,3.3,31.1,4.4,635,46
"M1173","Nordeste",1,50511,2892,47619,1,10,9.1,0.26,9,16.3,4.9,23,4.5,591,54
"M1174","Sul",0,44694,-2925,47619,0,9,11.2,0.266,9,23.5,7.1,24.6,4.4,433,51
"M1175","Sul",0,29106,-18513,47619,0,9,9.6,0.28,9,22.2,6.9,16.7,3.4,456,41
"M1176","Nordeste",1,57229,9610,47619,1,10,14.2,0.17,9,20.8,6.3,31.7,4.5,672,67
"M1177","Sudeste",0,73071,25452,47619,1,10,14.8,0.261,9,20.9,5.4,26.8,5.4,579,47
"M1178","Nordeste",1,36151,-11468,47619,0,9,11.2,0.383,9,21.3,6.6,23.5,4.4,474,44
"M1179","Sudeste",0,71241,23622,47619,1,10,11.5,0.375,9,19.9,6,32.2,4.8,624,59
"M1180","Nordeste",1,56924,9305,47619,1,10,10.8,0.369,9,22.1,8.3,22.6,3.4,612,40
"M1181","Sudeste",0,47759,140,47619,1,10,13.7,0.299,10,18.6,4.4,29.6,4.9,502,42
"M1182","Sul",0,61056,13437,47619,1,10,13.2,0.278,9,17.7,7.4,24.4,4.5,567,52
"M1183","Norte",0,25978,-21641,47619,0,9,4.2,0.364,9,23.8,7.7,27.4,4.7,446,37
"M1184","Centro-Oeste",0,33416,-14203,47619,0,9,9.1,0.389,9,21.2,6.5,18.1,4.5,540,38
"M1185","Nordeste",1,24775,-22844,47619,0,9,11.4,0.402,9,21.4,9.2,23.6,4.8,478,49
"M1186","Centro-Oeste",0,37991,-9628,47619,0,9,10.8,0.393,9,22.3,8.6,23.3,5.2,440,42
"M1187","Sul",0,57702,10083,47619,1,10,14.8,0.351,9,16.9,5.9,26.1,4.3,553,42
"M1188","Nordeste",1,52324,4705,47619,1,10,11.5,0.392,9,22.8,6.7,26.7,3.9,529,58
"M1189","Sudeste",0,41509,-6110,47619,0,9,12.3,0.348,9,21.5,7.1,28.3,4,422,40
"M1190","Sudeste",0,20904,-26715,47619,0,9,10.6,0.41,9,18.5,6.7,25.9,4.3,458,34
"M1191","Sul",0,40700,-6919,47619,0,9,10.2,0.348,9,20.9,5.6,20.7,5.1,546,48
"M1192","Sudeste",0,38188,-9431,47619,0,9,12.1,0.38,9,21.3,9.1,25.4,4.4,474,45
"M1193","Sudeste",0,40260,-7359,47619,0,9,11,0.329,9,16.8,8.5,24.2,4,510,45
"M1194","Sudeste",0,40138,-7481,47619,0,9,10.7,0.318,9,22.7,7.7,22,4.1,497,39
"M1195","Nordeste",1,71236,23617,47619,1,10,12.6,0.194,9,17.5,5.2,25.3,4.8,560,40
"M1196","Sudeste",0,23306,-24313,47619,0,9,8.9,0.391,9,19.9,7.6,26.8,5.1,538,33
"M1197","Sul",0,58282,10663,47619,1,10,12.8,0.364,9,20.4,5.2,33.3,4.8,647,52
"M1198","Sul",0,46663,-956,47619,0,9,12.4,0.379,9,20.9,7.5,20.3,4.6,476,43
"M1199","Nordeste",1,40858,-6761,47619,0,9,11.7,0.336,9,18.1,5.5,29.5,3.7,531,39
"M1200","Sudeste",0,42447,-5172,47619,0,9,12.3,0.367,9,18.9,7.3,30.7,4.7,516,41
"M1201","Centro-Oeste",0,20270,-27349,47619,0,9,10.6,0.388,9,21.9,7.7,22.8,4.2,513,37
"M1202","Nordeste",1,22945,-24674,47619,0,9,11.3,0.414,9,20.8,8.4,23,4.8,422,23
"M1203","Norte",0,69569,21950,47619,1,10,13.1,0.302,9,17,6.9,29.1,4.5,623,36
"M1204","Sul",0,58479,10860,47619,1,10,11.3,0.306,9,16.5,6.7,30.1,4.6,655,44
"M1205","Nordeste",1,59985,12366,47619,1,10,13.9,0.389,9,15.3,3.3,28.2,5.4,541,50
"M1206","Sudeste",0,65844,18225,47619,1,10,15.8,0.368,9,15.3,6.2,28.4,4.5,606,60
"M1207","Nordeste",1,50349,2730,47619,1,10,12.8,0.324,10,19,7.3,26.2,4.2,586,45
"M1208","Centro-Oeste",0,57321,9702,47619,1,10,9.9,0.302,9,14.9,6.4,30,5.3,573,46
"M1209","Nordeste",1,52207,4588,47619,1,10,14.7,0.391,9,18.2,5.7,29.3,4.2,578,45
"M1210","Sudeste",0,72058,24439,47619,1,10,15.4,0.281,10,18.6,6,24.6,4.7,713,38
"M1211","Nordeste",1,31075,-16544,47619,0,9,9.9,0.298,9,19.9,5.4,22.3,5.1,505,40
"M1212","Sudeste",0,68643,21024,47619,1,10,16.8,0.405,9,19.8,2.6,25.1,5.8,644,51
"M1213","Sul",0,45043,-2576,47619,0,9,13.1,0.271,10,26.3,7.8,21.8,4.5,514,43
"M1214","Norte",0,45486,-2133,47619,0,9,13.1,0.339,9,18.8,6.5,23.8,4,485,37
"M1215","Nordeste",1,20991,-26628,47619,0,9,7.6,0.362,9,23.9,6.8,21.2,4.5,463,34
"M1216","Nordeste",1,39712,-7907,47619,0,9,11.2,0.284,9,15.7,6.6,22.5,4.1,570,36
"M1217","Sudeste",0,45602,-2017,47619,0,9,12.4,0.402,9,17.9,5.3,21.5,4.3,397,50
"M1218","Centro-Oeste",0,46922,-697,47619,0,9,11.7,0.389,9,18.1,5.5,25.2,4.9,497,38
"M1219","Nordeste",1,37072,-10547,47619,0,9,10,0.44,9,22.1,8.3,25.7,4.5,527,47
"M1220","Sul",0,70987,23368,47619,1,10,12.6,0.281,9,23.7,4.1,31.8,4.8,594,57
"M1221","Nordeste",1,25898,-21721,47619,0,9,5.5,0.289,9,26.3,7.3,20.8,4.5,398,47
"M1222","Centro-Oeste",0,24419,-23200,47619,0,9,6.7,0.359,9,20.1,9.4,19.5,4.3,418,39
"M1223","Centro-Oeste",0,68621,21002,47619,1,10,11.5,0.327,9,18.2,6.9,25.9,4.7,591,57
"M1224","Centro-Oeste",0,59115,11496,47619,1,10,11.9,0.318,9,19.3,5.7,24.9,4.7,563,49
"M1225","Norte",0,34143,-13476,47619,0,9,9.6,0.404,9,17.3,8.1,19.8,5.1,543,25
"M1226","Nordeste",1,42426,-5193,47619,0,9,9.3,0.422,9,18.4,5.5,21.2,4.4,409,39
"M1227","Sul",0,71949,24330,47619,1,10,14.7,0.28,9,19.8,4.7,29.1,4.8,627,44
"M1228","Sul",0,51269,3650,47619,1,10,13,0.283,9,15.1,6.3,33.1,4.8,677,31
"M1229","Sul",0,57622,10003,47619,1,10,14.5,0.346,9,16.4,6.5,29.1,5.3,650,48
"M1230","Sul",0,66968,19349,47619,1,10,14.8,0.248,10,18.2,5.5,24.5,5,551,41
"M1231","Centro-Oeste",0,30640,-16979,47619,0,9,13.1,0.347,9,23.3,8.2,23.8,3.5,467,41
"M1232","Nordeste",1,25922,-21697,47619,0,9,8,0.26,9,17,6.6,31.6,4,471,44
"M1233","Norte",0,64624,17005,47619,1,10,12.5,0.285,9,17.4,4.7,26.4,5.4,663,50
"M1234","Nordeste",1,27304,-20315,47619,0,9,12.3,0.419,9,18.2,6.3,19.7,3.9,496,38
"M1235","Centro-Oeste",0,74363,26744,47619,1,10,11.1,0.333,9,18.5,2.3,26.7,5.7,672,45
"M1236","Centro-Oeste",0,55729,8110,47619,1,10,16,0.281,9,13.4,5.3,25.8,5.2,635,59
"M1237","Centro-Oeste",0,48596,977,47619,1,10,12.4,0.317,9,17.4,4.5,23.4,4.4,553,37
"M1238","Nordeste",1,34538,-13081,47619,0,9,11.3,0.433,9,16.4,7,23,4.9,539,40
"M1239","Sul",0,50623,3004,47619,1,10,10.2,0.333,10,17.5,6.5,25.9,4.8,591,40
"M1240","Centro-Oeste",0,44945,-2674,47619,0,9,7.5,0.377,9,18.6,9.9,28.2,5,444,43
"M1241","Sul",0,63597,15978,47619,1,10,14.2,0.376,9,17.4,6.7,28.8,4.8,517,45
"M1242","Centro-Oeste",0,27292,-20327,47619,0,9,11.4,0.272,9,20.9,7.6,18.9,5.2,362,34
"M1243","Nordeste",1,27782,-19837,47619,0,9,9.3,0.358,9,18.5,7.9,24.1,4.4,395,40
"M1244","Sudeste",0,42071,-5548,47619,0,9,8.7,0.318,9,20.4,7.2,23.1,4.4,536,41
"M1245","Nordeste",1,40167,-7452,47619,0,9,10.8,0.312,9,19.4,7.8,23.3,4.6,459,43
"M1246","Sudeste",0,47210,-409,47619,0,9,14.3,0.287,9,16.5,7.8,27.1,3.9,487,46
"M1247","Sudeste",0,32649,-14970,47619,0,9,12.6,0.388,10,17.5,6.3,21.4,4.6,484,33
"M1248","Nordeste",1,40435,-7184,47619,0,9,9.6,0.316,10,25.5,7.7,22.2,4.6,398,38
"M1249","Norte",0,43165,-4454,47619,0,9,14.7,0.414,9,22,8.7,16.8,4.1,521,32
"M1250","Centro-Oeste",0,33645,-13974,47619,0,9,10.5,0.361,9,18.7,7,21.6,5.5,489,40
"M1251","Sudeste",0,64595,16976,47619,1,10,16.9,0.283,9,16.1,6.6,24.6,4.3,576,50
